"rockdoveid","entrezid","genbankid","name","geneid","logFC","logCPM","F","PValue","FDR"
"4718","RockDoveHPG_Transcript_36764",374128,"XM_015284369.1","PDGFB",374128,1.11107256868369,1.96448444277218,7.985700205834,0.00536285848361725,0.788065317799311
"6988","RockDoveHPG_Transcript_11060",416240,"NM_001030615.1","annotated",416240,0.583564384850332,6.46705971850799,7.98162542809846,0.00537431650580514,0.788065317799311
"12721","RockDoveHPG_Transcript_20844",423676,"XM_004941996.2","ATAD1",423676,0.647970408693908,6.3467149647762,7.97597075070197,0.00539025896578967,0.788065317799311
"8037","RockDoveHPG_Transcript_25813",417632,"NM_001007847.1","annotated",417632,0.463339616176175,6.35353081219269,7.96504875235678,0.00542119007563208,0.788065317799311
"3247","RockDoveHPG_Transcript_34565",107053549,"XR_001466911.1","LOC107053549",107053549,-0.895555923746869,1.81587037602147,7.96099063429661,0.00543272927923288,0.788065317799311
"12625","RockDoveHPG_Transcript_10289",423554,"XM_015287513.1","FBXO34",423554,0.424376385584047,5.42631371232975,7.93636740558134,0.00550329059629394,0.791648352276884
"15373","RockDoveHPG_Transcript_1232",428659,"XM_015284990.1","CAD",428659,-1.20532701025958,6.05112736467047,7.91651274490862,0.00556977217783537,0.794590143254497
"9014","RockDoveHPG_Transcript_11699",418865,"XM_015275629.1","CAB39L",418865,0.468717876340738,6.38738128832139,7.87175564456939,0.00569297675526086,0.796933350903469
"10744","RockDoveHPG_Transcript_20636",421104,"XM_015282640.1","DTNA",421104,0.479455193878455,7.26170964992782,7.84587707654344,0.00577083148674916,0.796933350903469
"820","NODE_134979_length_247_cov_1.98438",101747236,"XM_015296278.1","TLDC2",101747236,2.8547814603158,-1.43836783149526,8.24129373278257,0.00577550434086596,0.796933350903469
"3041","RockDoveHPG_Transcript_21921",107053013,"XR_001465909.1","LOC107053013",107053013,1.87326312646917,1.05394072218963,7.84202657877089,0.00578250914549954,0.796933350903469
"2562","NODE_157359_length_232_cov_1.87571",107051776,"XR_001463654.1","LOC107051776",107051776,-2.08909621136711,-1.52802195457852,7.82780396328403,0.00582585487385033,0.796933350903469
"9245","RockDoveHPG_Transcript_19241",419150,"NM_001006286.1","annotated",419150,-0.521176909012881,6.71946340274058,7.81466061756985,0.00586620955028101,0.796933350903469
"10385","RockDoveHPG_Transcript_5482",420655,"NM_001030988.1","annotated",420655,0.909312489778819,6.09274788630659,7.80111074860393,0.00590936559585471,0.796933350903469
"13798","RockDoveHPG_Transcript_10807",425053,"XM_015295809.1","GGNBP2",425053,0.572152704279152,6.5617879233964,7.71664039941666,0.00617641568705826,0.826490601472866
"14924","RockDoveHPG_Transcript_3348",427864,"XM_015281990.1","DYRK2",427864,0.671498936146043,6.52397677655321,7.68821103837466,0.00626951935563949,0.832495716284991
"16567","RockDoveHPG_Transcript_23239",770351,"XM_015297932.1","STX19",770351,0.867357362259637,2.37261421991107,7.66204314713642,0.00635649810981956,0.837439295669062
"3228","RockDoveHPG_Transcript_23132",107053499,"XR_001466768.1","LOC107053499",107053499,2.99350241266622,1.78120026950498,7.64971487219571,0.00646292913617169,0.837439295669062
"5389","RockDoveHPG_Transcript_27569",395645,"NM_204841.2","annotated",395645,1.07592037535276,2.75950350539112,7.62726674063648,0.00647402337537487,0.837439295669062
"13075","RockDoveHPG_Transcript_10109",424125,"XM_015289563.1","SESTD1",424125,-0.384577765083635,7.19279829584713,7.61943366687018,0.00650080324525862,0.837439295669062
"489","RockDoveHPG_Transcript_45785",100858737,"XR_001470203.1","LOC100858737",100858737,-1.16708484890505,2.1671900162265,7.57992776242451,0.00663762161468913,0.843155855466361
"2865","NODE_63042_length_365_cov_0.977419",107052626,"XM_015282185.1","FOXQ1",107052626,-1.82205743785265,-1.32854202289632,7.6727379244686,0.00664286851717212,0.843155855466361
"9319","RockDoveHPG_Transcript_5525",419244,"XM_015296389.1","EEF1A2",419244,-0.607652351804616,12.1092458482977,7.56282540945254,0.00669777066934764,0.843919104337803
"8839","RockDoveHPG_Transcript_32756",418642,"XM_015273809.1","ARHGAP6",418642,0.885695304646559,3.66700758058938,7.51614435249686,0.00686483188691257,0.852210336087242
"8323","RockDoveHPG_Transcript_1375",418005,"XM_416243.5","MKL1",418005,0.787844616767641,6.32170861264055,7.49609980538686,0.00693827505483462,0.852210336087242
"6952","RockDoveHPG_Transcript_16358",416189,"NM_001025609.1","annotated",416189,0.363868034717261,6.59423980362937,7.45598249844247,0.0070865113244239,0.852210336087242
"11067","RockDoveHPG_Transcript_15904",421526,"XM_015284055.1","TSNAX",421526,0.769613060498452,5.45706675290485,7.4547920184731,0.00709097181965103,0.852210336087242
"14939","NODE_116020_length_266_cov_81.7014",427886,"NM_001031481.1","annotated",427886,-1.29729076516336,0.0416856324713979,7.54117494109064,0.00712043712753694,0.852210336087242
"15142","RockDoveHPG_Transcript_28379",428250,"XM_425809.4","LOC428250",428250,3.10296738493273,0.404720790843812,7.48468146608499,0.00712253575882569,0.852210336087242
"8126","RockDoveHPG_Transcript_66575",417750,"NM_001199500.2","annotated",417750,0.347793168238116,5.98991595664355,7.43720821218247,0.00715719399428765,0.852210336087242
"6589","RockDoveHPG_Transcript_14044",415710,"XM_015292353.1","ESRP2",415710,-0.901473958295265,6.43202205469387,7.43396873898318,0.00717086001626839,0.852210336087242
"8238","RockDoveHPG_Transcript_14602",417889,"XM_015281940.1","POC1B",417889,-1.34700238508429,4.55534845873083,7.42542330649369,0.00720789648179454,0.852210336087242
"2310","NODE_132280_length_250_cov_1.53846",107051030,"XM_015274724.1","5979",107051030,-2.9898443931295,-1.63695845820582,9.74359380781591,0.00739244209853299,0.860926495247261
"9205","RockDoveHPG_Transcript_35753",419098,"NM_001198652.1","annotated",419098,0.521799483740962,4.93479804878047,7.37555595595479,0.00739447707280638,0.860926495247261
"780","RockDoveHPG_Transcript_10171",100859827,"XM_003641785.3","TSC22D2",100859827,-0.515562319307182,5.35359013369018,7.35487889249768,0.00747586711495866,0.860926495247261
"17028","RockDoveHPG_Transcript_248",771973,"XM_015284709.1","HTR1E",771973,1.18820096696364,6.47937932606825,7.3536573852681,0.00748111309738669,0.860926495247261
"7556","RockDoveHPG_Transcript_50692",416970,"XM_415263.4","UNC119B",416970,-0.496883716857631,6.65333936079707,7.3229796679296,0.00760325218203185,0.869187676597575
"13011","RockDoveHPG_Transcript_13259",424047,"XM_421903.4","SDPR",424047,0.619386937909977,7.22448324238006,7.25691069634201,0.00787428115549419,0.886652652106747
"1474","RockDoveHPG_Transcript_13597",101750767,"XM_015277027.1","LOC101750767",101750767,1.13364738604215,9.37428916712465,7.23355140166648,0.00797396218809697,0.886652652106747
"1502","NODE_182464_length_219_cov_1.17073",101750924,"XR_001471159.1","LOC101750924",101750924,-1.8285162432823,-1.53729313012029,7.28218751890934,0.00803454952227912,0.886652652106747
"123","RockDoveHPG_Transcript_28553",100857393,"XM_003642984.3","CCNO",100857393,-1.07601739557632,4.15160842309645,7.20012019058822,0.00811523253235796,0.886652652106747
"6992","RockDoveHPG_Transcript_32091",416244,"NM_001195122.1","ADAM19",416244,2.37496293292229,1.55493307016254,7.19817797781413,0.0081236066488828,0.886652652106747
"15388","RockDoveHPG_Transcript_24739",428689,"XM_015278384.1","MARS2",428689,-0.636446744305767,3.51919150183681,7.19207827547074,0.00814996454856598,0.886652652106747
"16203","NODE_66045_length_356_cov_3.73754",769103,"XM_004949808.2","LOC769103",769103,-2.51764892989462,-1.24342413883433,8.0067303324721,0.00816682598381073,0.886652652106747
"10256","RockDoveHPG_Transcript_22327",420502,"XM_418604.5","OTUD1",420502,-0.636007345759233,4.6420255652908,7.18815993023093,0.00816694309378825,0.886652652106747
"13617","RockDoveHPG_Transcript_10401",424817,"NM_001007960.1","annotated",424817,0.498308446183013,7.07631554948082,7.15910656284542,0.00829398161535578,0.894816941526697
"2346","NODE_234282_length_192_cov_2.9635",107051178,"XM_015274831.1","unclassified transcription discrepancy",107051178,2.3757481436546,-0.224401629675477,7.11898821815656,0.00847277423166052,0.895739927419305
